,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,order_id,product,quantity,price,date
303,303.0,303.0,23.0,4024,Lamp,1,14.99,2025-01-04
304,304.0,304.0,24.0,4025,Notebook,3,2.49,2025-01-04
305,305.0,305.0,25.0,4026,Pen,9,0.99,2025-01-04
306,306.0,306.0,26.0,4027,Keyboard,1,29.99,2025-01-04
307,307.0,307.0,27.0,4028,Mouse,1,19.99,2025-01-04
308,308.0,308.0,29.0,4030,Laptop,1,899.99,2025-01-04
309,309.0,309.0,30.0,4031,Headset,2,49.99,2025-01-04
310,310.0,310.0,31.0,4032,USB Cable,4,5.99,2025-01-04
311,311.0,311.0,32.0,4033,Webcam,1,59.99,2025-01-04
312,312.0,312.0,33.0,4034,Speakers,2,39.99,2025-01-04
313,313.0,313.0,34.0,4035,Chair,1,129.99,2025-01-04
314,314.0,314.0,35.0,4036,Desk,1,249.99,2025-01-04
315,315.0,315.0,36.0,4037,Lamp,2,14.99,2025-01-04
316,316.0,316.0,37.0,4038,Notebook,5,2.49,2025-01-04
317,317.0,317.0,38.0,4039,Pen,10,0.99,2025-01-04
318,318.0,318.0,39.0,4040,Keyboard,1,29.99,2025-01-04
319,319.0,319.0,41.0,4042,Monitor,1,199.99,2025-01-04
320,320.0,320.0,42.0,4043,Laptop,1,899.99,2025-01-04
321,321.0,321.0,43.0,4044,Headset,1,49.99,2025-01-04
322,322.0,322.0,44.0,4045,USB Cable,3,5.99,2025-01-04
323,323.0,323.0,45.0,4046,Webcam,1,59.99,2025-01-04
324,324.0,324.0,46.0,4047,Speakers,1,39.99,2025-01-04
325,325.0,325.0,47.0,4048,Chair,1,129.99,2025-01-04
326,326.0,326.0,48.0,4049,Desk,1,249.99,2025-01-04
327,327.0,327.0,49.0,4050,Lamp,1,14.99,2025-01-04
328,328.0,328.0,50.0,4051,Notebook,2,2.49,2025-01-04
329,329.0,329.0,51.0,4052,Pen,14,0.99,2025-01-04
330,330.0,330.0,52.0,4053,Keyboard,1,29.99,2025-01-04
331,331.0,331.0,53.0,4054,Mouse,1,19.99,2025-01-04
332,332.0,332.0,54.0,4055,Monitor,1,199.99,2025-01-04
333,333.0,333.0,55.0,4056,Laptop,1,899.99,2025-01-04
334,334.0,334.0,57.0,4058,USB Cable,3,5.99,2025-01-04
335,335.0,335.0,58.0,4059,Webcam,1,59.99,2025-01-04
336,336.0,336.0,59.0,4060,Speakers,1,39.99,2025-01-04
337,337.0,337.0,60.0,4061,Chair,1,129.99,2025-01-04
338,338.0,338.0,61.0,4062,Desk,1,249.99,2025-01-04
339,339.0,339.0,62.0,4063,Lamp,2,14.99,2025-01-04
340,340.0,340.0,63.0,4064,Notebook,3,2.49,2025-01-04
341,341.0,341.0,64.0,4065,Pen,8,0.99,2025-01-04
342,342.0,342.0,65.0,4066,Keyboard,1,29.99,2025-01-04
343,343.0,343.0,66.0,4067,Mouse,2,19.99,2025-01-04
344,344.0,344.0,67.0,4068,Monitor,1,199.99,2025-01-04
345,345.0,345.0,68.0,4069,Laptop,1,899.99,2025-01-04
346,346.0,346.0,69.0,4070,Headset,1,49.99,2025-01-04
347,347.0,347.0,70.0,4071,USB Cable,2,5.99,2025-01-04
348,348.0,348.0,71.0,4072,Webcam,1,59.99,2025-01-04
349,349.0,349.0,72.0,4073,Speakers,1,39.99,2025-01-04
350,350.0,350.0,73.0,4074,Chair,1,129.99,2025-01-04
351,351.0,351.0,74.0,4075,Desk,1,249.99,2025-01-04
352,352.0,352.0,75.0,4076,Lamp,1,14.99,2025-01-04
353,353.0,353.0,76.0,4077,Notebook,4,2.49,2025-01-04
354,354.0,354.0,77.0,4078,Pen,11,0.99,2025-01-04
355,355.0,355.0,78.0,4079,Keyboard,1,29.99,2025-01-04
356,356.0,356.0,80.0,4081,Monitor,1,199.99,2025-01-04
357,357.0,357.0,81.0,4082,Laptop,1,899.99,2025-01-04
358,358.0,358.0,82.0,4083,Headset,1,49.99,2025-01-04
359,359.0,359.0,83.0,4084,USB Cable,3,5.99,2025-01-04
360,360.0,360.0,84.0,4085,Webcam,1,59.99,2025-01-04
361,361.0,361.0,85.0,4086,Speakers,1,39.99,2025-01-04
362,362.0,362.0,86.0,4087,Chair,1,129.99,2025-01-04
363,363.0,363.0,87.0,4088,Desk,1,249.99,2025-01-04
364,364.0,364.0,88.0,4089,Lamp,2,14.99,2025-01-04
365,365.0,365.0,89.0,4090,Notebook,3,2.49,2025-01-04
366,366.0,366.0,90.0,4091,Pen,7,0.99,2025-01-04
367,367.0,367.0,91.0,4092,Keyboard,1,29.99,2025-01-04
368,368.0,368.0,92.0,4093,Mouse,1,19.99,2025-01-04
369,369.0,369.0,93.0,4094,Monitor,1,199.99,2025-01-04
370,370.0,370.0,94.0,4095,Laptop,1,899.99,2025-01-04
371,371.0,371.0,95.0,4096,Headset,1,49.99,2025-01-04
372,372.0,372.0,96.0,4097,USB Cable,2,5.99,2025-01-04
373,373.0,373.0,97.0,4098,Webcam,1,59.99,2025-01-04
374,374.0,374.0,98.0,4099,Speakers,1,39.99,2025-01-04
375,375.0,375.0,99.0,4100,Chair,1,129.99,2025-01-04
376,376.0,376.0,0.0,5001,Keyboard,1,29.99,2025-01-05
377,377.0,377.0,1.0,5002,Mouse,2,19.99,2025-01-05
378,378.0,378.0,2.0,5003,Monitor,1,199.99,2025-01-05
379,379.0,379.0,3.0,5004,Laptop,1,899.99,2025-01-05
380,380.0,380.0,5.0,5006,USB Cable,3,5.99,2025-01-05
381,381.0,381.0,6.0,5007,Webcam,1,59.99,2025-01-05
382,382.0,382.0,7.0,5008,Speakers,1,39.99,2025-01-05
383,383.0,383.0,8.0,5009,Chair,1,129.99,2025-01-05
384,384.0,384.0,9.0,5010,Desk,1,249.99,2025-01-05
385,385.0,385.0,10.0,5011,Lamp,2,14.99,2025-01-05
386,386.0,386.0,11.0,5012,Notebook,4,2.49,2025-01-05
387,387.0,387.0,12.0,5013,Pen,12,0.99,2025-01-05
388,388.0,388.0,13.0,5014,Keyboard,1,29.99,2025-01-05
389,389.0,389.0,15.0,5016,Monitor,1,199.99,2025-01-05
390,390.0,390.0,16.0,5017,Laptop,1,899.99,2025-01-05
391,391.0,391.0,17.0,5018,Headset,1,49.99,2025-01-05
392,392.0,392.0,18.0,5019,USB Cable,2,5.99,2025-01-05
393,393.0,393.0,19.0,5020,Webcam,1,59.99,2025-01-05
394,394.0,394.0,20.0,5021,Speakers,1,39.99,2025-01-05
395,395.0,395.0,21.0,5022,Chair,1,129.99,2025-01-05
396,396.0,396.0,22.0,5023,Desk,1,249.99,2025-01-05
397,397.0,397.0,23.0,5024,Lamp,1,14.99,2025-01-05
